label,message
0,r u saying order slipper co pay returning
0,wondering would okay call uncle john let know thing nigeria r ltgt dollar year sent know strain plan pay back every dime give every dime expect anything practical something like
0,anytime
0,im freezing craving ice fml
0,ã¼ ã wan come come lor din c stripe skirt
0,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
1,costa del sol holiday â£ await collection call toclaim sae tc pobox stockport skxh costâ£pm maxmins
0,tomarrow final hearing laptop case cant
0,thats significant dont worry
1,recieve tone within next hr term condition please see channel u teletext pg
0,dunno u ask
0,u knw dis ltgt
0,make girl happy difficult make girl happy u need friend companion lover chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
0,youre gonna way specific
0,battery mr adewale uncle aka egbon
0,need person give na
0,nooooooo im gonna bored death day cable internet outage
0,cant pick phone right pls send message
0,let make saturday monday per convenience
1,shop till u drop either k k â£ cash â£ travel voucher call ntt po box crbt fixedline cost ppm mobile vary
0,two carton u pleased shelf
0,also remember bead dont come ever
0,may call later pls
0,make lasagna vodka
0,itâs reassuring crazy world
0,da run activate full version da
0,sorry da thangamits mistake
0,hey pay salary de ltgt
1,get free mobile video player free movie collect text go free extra film ordered t c apply yr
0,sound gd haha wah u yan jiu fast liao
0,lol nah wasnt bad thanks good b home quite reality check hows ur day u anything website
0,fuck babe happened come never came back
1,gsoh good spam ladiesu could b male gigolo join uk fastest growing men club reply oncall mjzgroup stop reply stop msgâ£rcvd
0,co want thing
0,u call
0,lol know theyre dramatic school already closed tomorrow apparently cant drive inch snow supposed get
0,gain right wifedont demand iti trying husband toolets see
0,ok wahala remember friend need
0,okay well thanks clarification
0,thanks understanding ive trying tell sura
1,received mobile content enjoy
0,yeah got list u joanna im feeling really anti social
0,kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb
0,ill little closer like bus stop street
0,world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
0,project w frens lor
0,thatâs thing ape u fight death keep something minute u let go thats
0,havent got da topic yet rite
0,nice line said broken heart plz dont cum time infront wise trust u good
0,good morning princess happy new year
0,know people still town
0,yup need ill jus wait e rain stop
1,account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
1,rgent nd attempt contact uu â£ call b tcsbcmwcnxx callcost ppm mobilesvary maxâ£
0,k ill drinkpa need sr model pls send mail id pa
0,really gooddhanush rock
0,good morning dear great amp successful day
0,lol grin im babe thanks thinking
1,guaranteed latest nokia phone gb ipod mp player â£ prize txt word collect ibhltd ldnwh pmtmsgrcvd
0,way make sure u get train worc foregate street shrub hill fun night x
0,said gonna snow start around pm tonite predicting inch accumulation
0,dont file bagi work called mei tell find anything room
1,u want xmas free text message new video phone half price line rental call free find
0,r u scratching
0,oops thk dun haf enuff go check tell ã¼
0,jay snickering tell x totally fucking chord speak
0,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
0,famous quote develop ability listen anything unconditionally without losing temper self confidence mean married
0,didnt get hep b immunisation nigeria
0,sure yet still trying get hold
0,call youcarlos isare phone vibrate acting might hear text
0,call later afternoon onwords mtnl service get problem south mumbai hear cannt listen
0,awesome minute
0,watching cartoon listening music amp eve go temple amp church u
1,someone contacted dating service entered phone becausethey fancy find call landline pobox wrg p
0,didnt get anything da
0,saturday sunday holiday difficult
0,haha awesome ive u couple time alls coming
0,lol oh got friend dog
0,im coming back thursday yay gonna ok get money cheer oh yeah everything alright hows school call work
0,cud u tell ppl im gona b bit l co bus hav gon past co full im still waitin pete x
1,customer service annoncement new year delivery waiting please call arrange delivery
0,got room soon â¦ hadnt put clock back til shouted everyone get realised wahay another hour bed
0,hit move
0,doesnt need test
0,like italian food
0,jokin lar depends phone father get lor
0,prashanthettans mother passed away last night pray family
0,still checked da
0,tmrw im finishing door
0,good weekend
0,haha yeah oz kind shitload
0,pussy perfect
0,reverse cheating mathematics
0,nope thats fine might nap tho
0,n funny
1,mobile month u r entitled update latest colour mobile camera free call mobile update co free
1,free msg ringtonefrom httptms widelivecomindex wmlidbaeceffffirsttruejul
0,coming friday leave pongaldo get news work place
0,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside
0,dont let studying stress lr
0,taught ranjith sir called sm like becaus he verifying project prabu told today pa dont mistake
0,hey sweet wondering moment might come want send file someone wont go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss
0,yeah usual guy town therere definitely people around know
1,someonone know trying contact via dating service find could call mobile landline boxskch
0,missed call cause yelling scrappy miss u cant wait u come home im lonely today
1,getting touch folk waiting company txt back name age opt enjoy community psms
0,take like noon
0,sorry brah finished last exam
0,watch lor saw swatch one thk quite ok ard need nd opinion leh
0,per request maangalyam alaipayuthe set callertune caller press copy friend callertune
0,u coming back dinner rite dad ask confirm wif u
1,receiving week triple echo ringtone shortly enjoy
0,multimedia message email
0,k im ready ltgt
0,carlos say pick later yeah set
0,end might still vomit okay everything come
0,got seventeen pound seven hundred ml â hope ok
0,yunny im walking citylink ã¼ faster come hungry
1,send logo ur lover name joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p
0,hide anythiing keeping distance
0,auntie huai juan never pick phone
1,today vodafone number ending last four digit selected received â£ award number match please call claim â£ award
0,said okay sorry
0,see forwarding message proof
0,slept timeyou
0,also remember get dobbys bowl car
1,guaranteed â£ cash â£ prizeto claim yr prize call customer service representative
0,dude u knw also teluguthts gudk gud nyt
0,happy sad one thing past good morning
1,dear voucher holder claim week offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop text txt stop
0,guy asking get slipper gone last year
0,hows watch resizing
0,idk im sitting stop shop parking lot right bawling eye feel like im failure everything nobody want feel like im failing
0,carlos took leave minute
0,thats fine got enough bud last night least
0,im okay chasing dream whats good next
0,tonight yeah id
0,alright youre sure let know youre leaving
0,bought test yesterday something let know exact day u ovulatewhen get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
0,already one guy loving
0,oh shut omg yesterday dream kid boy pissed kid boy even told mark dream changing diaper cause im getting owed face
0,wonder got online love gone net cafe get phone recharged friend net think boytoy
0,haha friend tyler literally asked could get dubsack
0,im boat still mom check yo im half naked
0,hurry ive weeddeficient like three day
0,would good â¦ ill phone tomo lunchtime shall organise something
0,kyou girl waiting reception ah
0,ã¼ wait bus stop aft ur lect lar dun c ã¼ go get car come back n pick ã¼
0,number sir
1,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double min txt orange call mobileupd calloptoutfq
0,wats da decision
0,guess ltgt min
0,wat r u
0,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u
0,nojst change tat
0,ok prob
0,hope text meet smiling let text give reason smile beautiful day
